titleId,aggregateRating,totalVotes,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6,rating_7,rating_8,rating_9,rating_10
tt0052964,5.9,516.0,12.0,8.0,21.0,36.0,107.0,154.0,82.0,46.0,14.0,36.0
tt1182343,6.9,8125.0,211.0,96.0,181.0,280.0,563.0,1153.0,2015.0,1502.0,850.0,1274.0
tt9206798,6.3,5987.0,207.0,101.0,152.0,309.0,673.0,1552.0,1483.0,850.0,290.0,370.0
tt1247640,6.5,47746.0,905.0,565.0,983.0,1973.0,4964.0,11616.0,14203.0,6572.0,2360.0,3605.0
tt0352520,6.9,15852.0,215.0,123.0,192.0,422.0,1101.0,2959.0,5304.0,3309.0,1151.0,1076.0
tt1638353,7.1,5825.0,514.0,68.0,82.0,136.0,305.0,702.0,1558.0,1270.0,541.0,649.0
tt0365686,6.3,108313.0,3417.0,2302.0,3793.0,6205.0,11862.0,20574.0,23854.0,16282.0,8078.0,11946.0
tt6157850,6.0,16423.0,780.0,300.0,464.0,790.0,1793.0,3668.0,3543.0,1684.0,594.0,2807.0
tt4180574,7.5,158146.0,928.0,422.0,852.0,1795.0,5542.0,17363.0,46515.0,49838.0,21166.0,13725.0
tt1859446,6.3,15663.0,407.0,285.0,398.0,841.0,1834.0,3819.0,4540.0,2192.0,678.0,669.0
tt2159988,6.0,147.0,24.0,6.0,2.0,5.0,11.0,11.0,28.0,39.0,6.0,15.0
tt4615046,7.1,568.0,9.0,7.0,2.0,11.0,34.0,89.0,163.0,110.0,66.0,77.0
tt0060314,5.7,86.0,7.0,3.0,7.0,9.0,17.0,15.0,16.0,4.0,3.0,5.0
tt5083738,7.5,257341.0,3438.0,1901.0,2571.0,4538.0,10270.0,27005.0,66922.0,81970.0,39612.0,19114.0
tt0085811,6.1,39143.0,834.0,731.0,1424.0,2827.0,5587.0,9405.0,8548.0,4800.0,1886.0,3101.0
tt0808185,7.2,18993.0,268.0,176.0,261.0,426.0,994.0,2382.0,5001.0,5104.0,2541.0,1840.0
tt0280870,5.7,8368.0,394.0,221.0,388.0,731.0,1600.0,2332.0,1528.0,634.0,230.0,310.0
tt0454824,6.5,46211.0,926.0,515.0,931.0,1984.0,4637.0,10669.0,13546.0,7150.0,2579.0,3274.0
tt0070297,5.8,5503.0,134.0,125.0,247.0,469.0,1005.0,1475.0,1139.0,445.0,144.0,320.0
tt18257512,6.6,12826.0,536.0,200.0,250.0,486.0,1063.0,2395.0,3727.0,2405.0,853.0,911.0
tt0856288,6.7,48219.0,1856.0,1056.0,1471.0,2225.0,3801.0,7378.0,12047.0,9167.0,4650.0,4568.0
tt0064072,7.0,26622.0,291.0,145.0,239.0,552.0,1611.0,4557.0,8755.0,5506.0,2489.0,2477.0
